0,1,2
1.0,0.0,1.0
1.0,0.0,1.0
1.0,0.49359494081401,1.0
1.0,0.6486135884546781,1.0
0.0,0.9999999999999999,0.0
1.0,0.0,1.0
1.0,0.0,1.0
0.0,0.9581238851953948,0.0
1.0,0.0,1.0
1.0,0.0,1.0
